#Base,Mean,Median,Lower Quartile,Upper Quartile,10th Percentile,90th Percentile,ID
190-194,33.96415464733987,37.0,34.0,38.0,23.8,38.0,SRR25023302_2_val_2_fastqc_2
195-199,33.5610001421752,37.0,33.8,38.0,23.0,38.0,SRR25023302_2_val_2_fastqc_2
200-204,32.44850792089759,35.8,30.4,37.8,21.2,38.0,SRR25023302_2_val_2_fastqc_2
205-209,29.93101993982351,33.8,24.6,36.8,12.0,38.0,SRR25023302_2_val_2_fastqc_2
210-214,30.27637021823985,33.8,25.8,36.8,15.2,38.0,SRR25023302_2_val_2_fastqc_2
215-219,31.689977480240493,35.6,28.8,37.6,18.2,38.0,SRR25023302_2_val_2_fastqc_2
220-224,28.68271755016905,32.6,22.8,36.6,11.4,37.4,SRR25023302_2_val_2_fastqc_2
225-229,26.66601377427744,29.6,19.2,35.4,9.8,37.0,SRR25023302_2_val_2_fastqc_2
230-234,26.311797743248377,29.2,18.2,35.4,10.0,37.0,SRR25023302_2_val_2_fastqc_2
235-239,25.13190190178853,27.2,15.4,34.6,9.4,37.0,SRR25023302_2_val_2_fastqc_2
240-244,24.872967997595445,26.2,15.4,34.4,9.0,37.0,SRR25023302_2_val_2_fastqc_2
245-249,25.22671225447317,26.2,17.0,34.2,9.8,37.0,SRR25023302_2_val_2_fastqc_2
1,33.54776308910299,34.0,34.0,34.0,34.0,34.0,SRR25023303_1_val_1_fastqc_1
2,33.57384793487191,34.0,34.0,34.0,34.0,34.0,SRR25023303_1_val_1_fastqc_1
3,33.657386660691614,34.0,34.0,34.0,34.0,34.0,SRR25023303_1_val_1_fastqc_1
4,33.70578459929793,34.0,34.0,34.0,34.0,34.0,SRR25023303_1_val_1_fastqc_1
5,33.669164986182686,34.0,34.0,34.0,34.0,34.0,SRR25023303_1_val_1_fastqc_1
6,37.32644334901785,38.0,38.0,38.0,37.0,38.0,SRR25023303_1_val_1_fastqc_1
7,37.34241915004855,38.0,38.0,38.0,37.0,38.0,SRR25023303_1_val_1_fastqc_1
8,36.98472253342296,38.0,38.0,38.0,35.0,38.0,SRR25023303_1_val_1_fastqc_1
9,37.04822242139069,38.0,38.0,38.0,36.0,38.0,SRR25023303_1_val_1_fastqc_1
10-14,36.96259018597356,38.0,37.4,38.0,35.4,38.0,SRR25023303_1_val_1_fastqc_1
15-19,37.090124729255365,38.0,37.8,38.0,35.8,38.0,SRR25023303_1_val_1_fastqc_1
20-24,37.02943177714834,38.0,37.6,38.0,35.8,38.0,SRR25023303_1_val_1_fastqc_1
25-29,36.8599569640657,38.0,37.0,38.0,34.6,38.0,SRR25023303_1_val_1_fastqc_1
30-34,36.81100872149277,38.0,37.0,38.0,34.8,38.0,SRR25023303_1_val_1_fastqc_1
35-39,36.78153129103877,38.0,37.0,38.0,34.6,38.0,SRR25023303_1_val_1_fastqc_1
40-44,36.73412358981069,38.0,37.0,38.0,34.4,38.0,SRR25023303_1_val_1_fastqc_1
45-49,36.64064298778469,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
50-54,36.67833820359874,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
55-59,36.58595185797183,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
60-64,36.60659475506487,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
65-69,36.58210695087514,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
70-74,36.52327139846457,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
75-79,36.43518401382043,38.0,37.0,38.0,33.8,38.0,SRR25023303_1_val_1_fastqc_1
80-84,36.38791809293976,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
85-89,36.38784405534607,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
90-94,36.35788717437693,38.0,37.0,38.0,33.8,38.0,SRR25023303_1_val_1_fastqc_1
95-99,36.167952319042186,38.0,37.0,38.0,33.0,38.0,SRR25023303_1_val_1_fastqc_1
100-104,36.197560465523125,38.0,37.0,38.0,32.8,38.0,SRR25023303_1_val_1_fastqc_1
105-109,36.090231043369336,38.0,37.0,38.0,32.2,38.0,SRR25023303_1_val_1_fastqc_1
110-114,36.10610383523442,38.0,37.0,38.0,32.2,38.0,SRR25023303_1_val_1_fastqc_1
115-119,35.979736424638965,38.0,37.0,38.0,32.0,38.0,SRR25023303_1_val_1_fastqc_1
120-124,36.03541218910188,38.0,37.0,38.0,32.0,38.0,SRR25023303_1_val_1_fastqc_1
125-129,35.79889576945778,38.0,37.0,38.0,31.2,38.0,SRR25023303_1_val_1_fastqc_1
130-134,35.704241897019635,38.0,36.2,38.0,30.8,38.0,SRR25023303_1_val_1_fastqc_1
135-139,35.94925680329992,38.0,36.6,38.0,31.6,38.0,SRR25023303_1_val_1_fastqc_1
140-144,36.02136839826817,38.0,37.0,38.0,32.0,38.0,SRR25023303_1_val_1_fastqc_1
145-149,35.98161955284328,38.0,36.8,38.0,32.2,38.0,SRR25023303_1_val_1_fastqc_1
150-154,36.21198467451225,38.0,37.0,38.0,33.4,38.0,SRR25023303_1_val_1_fastqc_1
155-159,36.25013908823204,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
160-164,36.24375013378968,38.0,37.0,38.0,33.6,38.0,SRR25023303_1_val_1_fastqc_1
165-169,36.13781512359428,38.0,37.0,38.0,33.0,38.0,SRR25023303_1_val_1_fastqc_1
170-174,36.299558410114045,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
175-179,36.36428019473605,38.0,37.0,38.0,34.0,38.0,SRR25023303_1_val_1_fastqc_1
180-184,35.98956306942667,38.0,36.8,38.0,32.8,38.0,SRR25023303_1_val_1_fastqc_1
185-189,35.75469741043962,38.0,36.8,38.0,31.6,38.0,SRR25023303_1_val_1_fastqc_1
190-194,35.571015325752725,38.0,36.4,38.0,31.0,38.0,SRR25023303_1_val_1_fastqc_1
195-199,35.32543894836326,38.0,36.0,38.0,29.6,38.0,SRR25023303_1_val_1_fastqc_1
200-204,34.98592267622937,38.0,35.6,38.0,27.4,38.0,SRR25023303_1_val_1_fastqc_1
205-209,35.38700122743855,38.0,36.0,38.0,29.2,38.0,SRR25023303_1_val_1_fastqc_1
210-214,35.05198493495957,37.8,35.4,38.0,27.6,38.0,SRR25023303_1_val_1_fastqc_1
215-219,34.352999652840815,37.2,34.2,38.0,25.2,38.0,SRR25023303_1_val_1_fastqc_1
220-224,34.26592086429008,37.0,34.8,38.0,23.4,38.0,SRR25023303_1_val_1_fastqc_1
225-229,33.49448065079345,37.0,33.6,38.0,22.2,38.0,SRR25023303_1_val_1_fastqc_1
230-234,33.29831208002145,36.4,32.6,38.0,22.8,38.0,SRR25023303_1_val_1_fastqc_1
235-239,31.50880165713583,35.2,28.6,37.6,17.6,38.0,SRR25023303_1_val_1_fastqc_1
240-244,29.166325480539275,33.0,24.0,36.8,14.0,37.6,SRR25023303_1_val_1_fastqc_1
245-249,29.83909805425501,32.8,25.6,36.6,16.4,37.4,SRR25023303_1_val_1_fastqc_1
1,32.898954365523934,34.0,34.0,34.0,31.0,34.0,SRR25023303_2_val_2_fastqc_2
2,33.14686309657181,34.0,34.0,34.0,32.0,34.0,SRR25023303_2_val_2_fastqc_2
3,33.15256927328404,34.0,34.0,34.0,33.0,34.0,SRR25023303_2_val_2_fastqc_2
4,33.141627455373815,34.0,34.0,34.0,33.0,34.0,SRR25023303_2_val_2_fastqc_2
5,33.24004780043319,34.0,34.0,34.0,33.0,34.0,SRR25023303_2_val_2_fastqc_2
6,36.42280230039584,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
7,36.634293076406,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
8,36.36688699678841,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
9,36.50371573679887,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
10-14,36.72701396668908,38.0,37.0,38.0,34.2,38.0,SRR25023303_2_val_2_fastqc_2
15-19,36.72139368138024,38.0,37.0,38.0,34.4,38.0,SRR25023303_2_val_2_fastqc_2
20-24,36.71884805869725,38.0,37.0,38.0,34.2,38.0,SRR25023303_2_val_2_fastqc_2
25-29,36.54376586442199,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
30-34,36.431925632912936,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
35-39,36.357228796482985,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
40-44,36.32282902443863,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
45-49,36.12476235301449,38.0,37.0,38.0,34.0,38.0,SRR25023303_2_val_2_fastqc_2
50-54,35.93900347024909,38.0,37.0,38.0,32.4,38.0,SRR25023303_2_val_2_fastqc_2
55-59,35.99722751258205,38.0,37.0,38.0,32.6,38.0,SRR25023303_2_val_2_fastqc_2
60-64,35.91155332244919,38.0,37.0,38.0,32.2,38.0,SRR25023303_2_val_2_fastqc_2
65-69,35.85596739048599,38.0,37.0,38.0,31.6,38.0,SRR25023303_2_val_2_fastqc_2
70-74,35.733185550946835,38.0,36.6,38.0,31.0,38.0,SRR25023303_2_val_2_fastqc_2
75-79,35.66825188165291,38.0,36.2,38.0,31.2,38.0,SRR25023303_2_val_2_fastqc_2
80-84,35.34183916288556,37.8,36.0,38.0,29.6,38.0,SRR25023303_2_val_2_fastqc_2
85-89,35.395044886121184,38.0,36.0,38.0,29.8,38.0,SRR25023303_2_val_2_fastqc_2
90-94,35.4806717787582,38.0,36.0,38.0,30.0,38.0,SRR25023303_2_val_2_fastqc_2
95-99,35.161491533684604,37.6,36.0,38.0,28.0,38.0,SRR25023303_2_val_2_fastqc_2
100-104,35.28516212893895,38.0,36.0,38.0,29.2,38.0,SRR25023303_2_val_2_fastqc_2
105-109,35.178560686170655,37.8,36.0,38.0,28.0,38.0,SRR25023303_2_val_2_fastqc_2
110-114,35.04724256517268,37.0,35.4,38.0,27.6,38.0,SRR25023303_2_val_2_fastqc_2
115-119,34.77464791651084,37.0,34.8,38.0,26.8,38.0,SRR25023303_2_val_2_fastqc_2
120-124,35.09854990650764,37.0,35.8,38.0,27.8,38.0,SRR25023303_2_val_2_fastqc_2
125-129,34.80451706258891,37.0,35.0,38.0,26.6,38.0,SRR25023303_2_val_2_fastqc_2
130-134,34.445242979438646,37.0,34.2,38.0,25.0,38.0,SRR25023303_2_val_2_fastqc_2
135-139,34.979252614867555,37.0,35.2,38.0,27.6,38.0,SRR25023303_2_val_2_fastqc_2
140-144,34.6494841787351,37.0,34.8,38.0,25.8,38.0,SRR25023303_2_val_2_fastqc_2
145-149,34.685821278682546,37.0,34.6,38.0,26.4,38.0,SRR25023303_2_val_2_fastqc_2
150-154,34.60920960854938,37.0,34.6,38.0,26.4,38.0,SRR25023303_2_val_2_fastqc_2
155-159,34.47029068274023,37.0,34.4,38.0,25.6,38.0,SRR25023303_2_val_2_fastqc_2
160-164,34.79113869134778,37.0,34.8,38.0,26.8,38.0,SRR25023303_2_val_2_fastqc_2
165-169,34.61443900114223,37.0,34.4,38.0,26.6,38.0,SRR25023303_2_val_2_fastqc_2
170-174,34.67766703056801,37.0,34.8,38.0,27.0,38.0,SRR25023303_2_val_2_fastqc_2
175-179,34.87011919920915,37.0,34.8,38.0,27.8,38.0,SRR25023303_2_val_2_fastqc_2
180-184,34.298640271500346,37.0,34.2,38.0,25.6,38.0,SRR25023303_2_val_2_fastqc_2
185-189,33.87801228927086,37.0,34.0,38.0,24.0,38.0,SRR25023303_2_val_2_fastqc_2
190-194,33.93352543294846,37.0,34.0,38.0,23.8,38.0,SRR25023303_2_val_2_fastqc_2
195-199,33.44319052257948,36.8,32.8,38.0,23.0,38.0,SRR25023303_2_val_2_fastqc_2
200-204,32.50867018444562,35.8,30.6,37.6,21.8,38.0,SRR25023303_2_val_2_fastqc_2
205-209,30.251308536119247,34.0,25.4,36.8,13.4,38.0,SRR25023303_2_val_2_fastqc_2
210-214,30.711100598951912,34.0,26.8,37.0,16.4,38.0,SRR25023303_2_val_2_fastqc_2
215-219,32.12839861221123,35.6,29.8,37.6,20.2,38.0,SRR25023303_2_val_2_fastqc_2
220-224,29.206691691205968,33.0,24.2,36.8,12.8,37.4,SRR25023303_2_val_2_fastqc_2
225-229,27.10236471349479,30.0,20.2,35.8,9.6,37.0,SRR25023303_2_val_2_fastqc_2
230-234,26.295280936291608,29.0,18.2,35.2,9.4,37.0,SRR25023303_2_val_2_fastqc_2
235-239,25.17287922371178,27.2,15.0,34.6,9.0,37.2,SRR25023303_2_val_2_fastqc_2
240-244,25.25452860143137,26.8,16.2,34.8,9.2,37.4,SRR25023303_2_val_2_fastqc_2
245-249,25.436492990183748,26.4,17.4,34.2,10.8,37.0,SRR25023303_2_val_2_fastqc_2
1,33.58967726615472,34.0,34.0,34.0,34.0,34.0,SRR25023304_1_val_1_fastqc_1
2,33.59063134728977,34.0,34.0,34.0,34.0,34.0,SRR25023304_1_val_1_fastqc_1
3,33.65781986100098,34.0,34.0,34.0,34.0,34.0,SRR25023304_1_val_1_fastqc_1
4,33.71972912576486,34.0,34.0,34.0,34.0,34.0,SRR25023304_1_val_1_fastqc_1
5,33.68988122749958,34.0,34.0,34.0,34.0,34.0,SRR25023304_1_val_1_fastqc_1
6,37.36756717791281,38.0,38.0,38.0,37.0,38.0,SRR25023304_1_val_1_fastqc_1
7,37.37086193809922,38.0,38.0,38.0,37.0,38.0,SRR25023304_1_val_1_fastqc_1
8,36.98316576841695,38.0,38.0,38.0,35.0,38.0,SRR25023304_1_val_1_fastqc_1
9,37.07594485835075,38.0,38.0,38.0,36.0,38.0,SRR25023304_1_val_1_fastqc_1
10-14,36.9946537533552,38.0,37.8,38.0,35.4,38.0,SRR25023304_1_val_1_fastqc_1
15-19,37.12795288111301,38.0,37.8,38.0,35.8,38.0,SRR25023304_1_val_1_fastqc_1
20-24,37.05505469497516,38.0,37.8,38.0,36.0,38.0,SRR25023304_1_val_1_fastqc_1
25-29,36.89957884644989,38.0,37.2,38.0,34.8,38.0,SRR25023304_1_val_1_fastqc_1
30-34,36.86938223855966,38.0,37.2,38.0,35.0,38.0,SRR25023304_1_val_1_fastqc_1
35-39,36.84826274564643,38.0,37.0,38.0,35.0,38.0,SRR25023304_1_val_1_fastqc_1
40-44,36.79067457525678,38.0,37.0,38.0,34.6,38.0,SRR25023304_1_val_1_fastqc_1
45-49,36.69629230503806,38.0,37.0,38.0,34.2,38.0,SRR25023304_1_val_1_fastqc_1
50-54,36.74676872907399,38.0,37.0,38.0,34.2,38.0,SRR25023304_1_val_1_fastqc_1
55-59,36.66984311103937,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
60-64,36.65834356284542,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
65-69,36.64151252358175,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
70-74,36.5620952964705,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
75-79,36.48467947890741,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
80-84,36.43316427499655,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
85-89,36.4502154401964,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
90-94,36.40150404379225,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
95-99,36.232881833814496,38.0,37.0,38.0,33.2,38.0,SRR25023304_1_val_1_fastqc_1
100-104,36.305844868144575,38.0,37.0,38.0,33.6,38.0,SRR25023304_1_val_1_fastqc_1
105-109,36.23323653332346,38.0,37.0,38.0,33.0,38.0,SRR25023304_1_val_1_fastqc_1
110-114,36.24802580554426,38.0,37.0,38.0,33.2,38.0,SRR25023304_1_val_1_fastqc_1
115-119,36.16515190349683,38.0,37.0,38.0,32.8,38.0,SRR25023304_1_val_1_fastqc_1
120-124,36.19790283524729,38.0,37.0,38.0,32.4,38.0,SRR25023304_1_val_1_fastqc_1
125-129,36.04143131940793,38.0,37.0,38.0,32.0,38.0,SRR25023304_1_val_1_fastqc_1
130-134,35.80316073684037,38.0,36.6,38.0,31.0,38.0,SRR25023304_1_val_1_fastqc_1
135-139,36.040400549717816,38.0,37.0,38.0,32.2,38.0,SRR25023304_1_val_1_fastqc_1
140-144,36.06204781778476,38.0,37.0,38.0,32.2,38.0,SRR25023304_1_val_1_fastqc_1
145-149,36.00743392665523,38.0,36.8,38.0,32.0,38.0,SRR25023304_1_val_1_fastqc_1
150-154,36.25132713422708,38.0,37.0,38.0,33.8,38.0,SRR25023304_1_val_1_fastqc_1
155-159,36.316600831649,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
160-164,36.26319182861399,38.0,37.0,38.0,33.8,38.0,SRR25023304_1_val_1_fastqc_1
165-169,36.16564031822863,38.0,37.0,38.0,33.4,38.0,SRR25023304_1_val_1_fastqc_1
170-174,36.3082711723974,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
175-179,36.3861090288151,38.0,37.0,38.0,34.0,38.0,SRR25023304_1_val_1_fastqc_1
180-184,36.11004326360573,38.0,37.0,38.0,33.6,38.0,SRR25023304_1_val_1_fastqc_1
185-189,35.83089654570917,38.0,37.0,38.0,32.0,38.0,SRR25023304_1_val_1_fastqc_1
190-194,35.73073744823175,38.0,36.8,38.0,31.4,38.0,SRR25023304_1_val_1_fastqc_1
195-199,35.52127769764877,38.0,36.2,38.0,30.6,38.0,SRR25023304_1_val_1_fastqc_1
200-204,34.91001947874389,38.0,35.6,38.0,26.8,38.0,SRR25023304_1_val_1_fastqc_1
205-209,35.21657478714267,37.8,35.8,38.0,28.2,38.0,SRR25023304_1_val_1_fastqc_1
210-214,34.89330070031214,37.8,35.2,38.0,27.0,38.0,SRR25023304_1_val_1_fastqc_1
215-219,34.15302346042973,37.2,34.2,38.0,24.2,38.0,SRR25023304_1_val_1_fastqc_1
220-224,34.45468204484196,37.0,35.0,38.0,24.6,38.0,SRR25023304_1_val_1_fastqc_1
225-229,33.726427574884454,37.0,33.8,38.0,23.0,38.0,SRR25023304_1_val_1_fastqc_1
230-234,33.379138700583745,36.4,32.4,38.0,23.2,38.0,SRR25023304_1_val_1_fastqc_1
235-239,31.95032615343572,35.6,29.4,37.6,19.2,38.0,SRR25023304_1_val_1_fastqc_1
240-244,29.42854662278337,32.8,24.6,36.8,15.2,37.6,SRR25023304_1_val_1_fastqc_1
245-249,30.06500795488409,33.0,26.2,36.6,16.6,37.6,SRR25023304_1_val_1_fastqc_1
1,32.94419261413991,34.0,34.0,34.0,32.0,34.0,SRR25023304_2_val_2_fastqc_2
2,33.174249138146706,34.0,34.0,34.0,33.0,34.0,SRR25023304_2_val_2_fastqc_2
3,33.27031450754572,34.0,34.0,34.0,33.0,34.0,SRR25023304_2_val_2_fastqc_2
4,33.365769265018294,34.0,34.0,34.0,34.0,34.0,SRR25023304_2_val_2_fastqc_2
5,33.300501634659014,34.0,34.0,34.0,34.0,34.0,SRR25023304_2_val_2_fastqc_2
6,36.50446297953178,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
7,36.62495282598832,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
8,36.35727582273597,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
9,36.511213633607404,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
10-14,36.7228059314164,38.0,37.0,38.0,34.2,38.0,SRR25023304_2_val_2_fastqc_2
15-19,36.71507829825848,38.0,37.0,38.0,34.2,38.0,SRR25023304_2_val_2_fastqc_2
20-24,36.70473910105544,38.0,37.0,38.0,34.2,38.0,SRR25023304_2_val_2_fastqc_2
25-29,36.55028546897009,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
30-34,36.44838963938382,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
35-39,36.39079019412528,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
40-44,36.34946151584039,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
45-49,36.166561232262055,38.0,37.0,38.0,34.0,38.0,SRR25023304_2_val_2_fastqc_2
50-54,35.97958339862595,38.0,37.0,38.0,33.0,38.0,SRR25023304_2_val_2_fastqc_2
55-59,36.043784231917286,38.0,37.0,38.0,33.4,38.0,SRR25023304_2_val_2_fastqc_2
60-64,35.927480266423274,38.0,37.0,38.0,32.4,38.0,SRR25023304_2_val_2_fastqc_2
65-69,35.91537503345558,38.0,37.0,38.0,32.0,38.0,SRR25023304_2_val_2_fastqc_2
70-74,35.767035328484084,38.0,36.8,38.0,31.2,38.0,SRR25023304_2_val_2_fastqc_2
75-79,35.69058799440807,38.0,36.2,38.0,31.2,38.0,SRR25023304_2_val_2_fastqc_2
80-84,35.37724720575487,38.0,36.0,38.0,30.0,38.0,SRR25023304_2_val_2_fastqc_2
85-89,35.451676032196225,38.0,36.0,38.0,30.0,38.0,SRR25023304_2_val_2_fastqc_2
90-94,35.499301546355284,38.0,36.0,38.0,30.2,38.0,SRR25023304_2_val_2_fastqc_2
95-99,35.23950203522001,38.0,36.0,38.0,28.6,38.0,SRR25023304_2_val_2_fastqc_2
100-104,35.36966818385339,38.0,36.0,38.0,29.6,38.0,SRR25023304_2_val_2_fastqc_2
105-109,35.3403981988496,38.0,36.0,38.0,29.2,38.0,SRR25023304_2_val_2_fastqc_2
110-114,35.238782874254035,38.0,36.0,38.0,28.4,38.0,SRR25023304_2_val_2_fastqc_2
115-119,35.00772939301362,37.0,35.6,38.0,27.4,38.0,SRR25023304_2_val_2_fastqc_2
120-124,35.228127477643376,37.6,36.0,38.0,28.4,38.0,SRR25023304_2_val_2_fastqc_2
125-129,35.00976027095787,37.2,35.4,38.0,27.6,38.0,SRR25023304_2_val_2_fastqc_2
130-134,34.5110118812431,37.0,34.4,38.0,25.2,38.0,SRR25023304_2_val_2_fastqc_2
135-139,35.02775005277986,37.0,35.4,38.0,27.6,38.0,SRR25023304_2_val_2_fastqc_2
140-144,34.70175728758423,37.0,34.8,38.0,26.2,38.0,SRR25023304_2_val_2_fastqc_2
145-149,34.796035697077905,37.2,34.6,38.0,26.8,38.0,SRR25023304_2_val_2_fastqc_2
150-154,34.7261919435215,37.4,34.8,38.0,26.4,38.0,SRR25023304_2_val_2_fastqc_2
155-159,34.56621745552365,37.0,34.8,38.0,26.0,38.0,SRR25023304_2_val_2_fastqc_2
160-164,34.741901555119554,37.0,34.8,38.0,27.0,38.0,SRR25023304_2_val_2_fastqc_2
165-169,34.660019227948894,37.0,34.6,38.0,26.8,38.0,SRR25023304_2_val_2_fastqc_2
170-174,34.58332771125556,37.0,34.8,38.0,26.0,38.0,SRR25023304_2_val_2_fastqc_2
175-179,34.82995234356688,37.0,34.8,38.0,27.8,38.0,SRR25023304_2_val_2_fastqc_2
180-184,34.45809038660335,37.0,34.2,38.0,25.6,38.0,SRR25023304_2_val_2_fastqc_2
185-189,34.055219783132074,37.0,34.0,38.0,24.4,38.0,SRR25023304_2_val_2_fastqc_2
190-194,34.10503550209877,37.0,34.0,38.0,24.2,38.0,SRR25023304_2_val_2_fastqc_2
195-199,33.700402610544806,37.0,34.0,38.0,23.2,38.0,SRR25023304_2_val_2_fastqc_2
200-204,32.404623436787446,35.6,30.6,37.4,21.2,38.0,SRR25023304_2_val_2_fastqc_2
205-209,29.63562438121707,33.0,24.6,36.6,12.0,38.0,SRR25023304_2_val_2_fastqc_2
210-214,30.15078193893413,33.4,25.6,36.8,15.4,38.0,SRR25023304_2_val_2_fastqc_2
215-219,31.664216108098213,35.2,28.8,37.2,18.8,38.0,SRR25023304_2_val_2_fastqc_2
220-224,28.99371351669429,33.0,23.6,36.8,12.0,37.4,SRR25023304_2_val_2_fastqc_2
225-229,27.199626256383617,30.2,20.2,35.8,10.2,37.4,SRR25023304_2_val_2_fastqc_2
230-234,26.784000636392967,30.0,18.8,35.8,9.8,37.0,SRR25023304_2_val_2_fastqc_2
235-239,25.5984213419908,27.8,16.0,35.0,9.4,37.0,SRR25023304_2_val_2_fastqc_2
240-244,25.616668871467294,27.6,16.8,35.0,9.4,37.4,SRR25023304_2_val_2_fastqc_2
245-249,25.94225878718982,27.0,18.2,34.2,10.0,37.0,SRR25023304_2_val_2_fastqc_2
1,33.58287423866801,34.0,34.0,34.0,34.0,34.0,SRR25023305_1_val_1_fastqc_1
2,33.591841887797266,34.0,34.0,34.0,34.0,34.0,SRR25023305_1_val_1_fastqc_1
3,33.68274263153062,34.0,34.0,34.0,34.0,34.0,SRR25023305_1_val_1_fastqc_1
4,33.72286367949071,34.0,34.0,34.0,34.0,34.0,SRR25023305_1_val_1_fastqc_1
5,33.728254216019344,34.0,34.0,34.0,34.0,34.0,SRR25023305_1_val_1_fastqc_1
6,37.3759258409084,38.0,38.0,38.0,37.0,38.0,SRR25023305_1_val_1_fastqc_1
7,37.3935015150124,38.0,38.0,38.0,37.0,38.0,SRR25023305_1_val_1_fastqc_1
8,37.02015043001867,38.0,38.0,38.0,36.0,38.0,SRR25023305_1_val_1_fastqc_1
9,37.09460793315581,38.0,38.0,38.0,36.0,38.0,SRR25023305_1_val_1_fastqc_1
10-14,37.02461206500781,38.0,37.8,38.0,35.6,38.0,SRR25023305_1_val_1_fastqc_1
15-19,37.13624399351146,38.0,37.8,38.0,35.8,38.0,SRR25023305_1_val_1_fastqc_1
20-24,37.05939536748434,38.0,37.8,38.0,36.0,38.0,SRR25023305_1_val_1_fastqc_1
25-29,36.90262423194802,38.0,37.2,38.0,34.8,38.0,SRR25023305_1_val_1_fastqc_1
30-34,36.86582816791973,38.0,37.2,38.0,35.0,38.0,SRR25023305_1_val_1_fastqc_1
35-39,36.845318995452985,38.0,37.0,38.0,35.0,38.0,SRR25023305_1_val_1_fastqc_1
40-44,36.79260012518695,38.0,37.0,38.0,34.6,38.0,SRR25023305_1_val_1_fastqc_1
45-49,36.69948347226848,38.0,37.0,38.0,34.2,38.0,SRR25023305_1_val_1_fastqc_1
50-54,36.74581198284557,38.0,37.0,38.0,34.2,38.0,SRR25023305_1_val_1_fastqc_1
55-59,36.66547566178198,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
60-64,36.67561675750476,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
65-69,36.647776290214416,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
70-74,36.58158645138905,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
75-79,36.478541709051626,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
80-84,36.42434959418988,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
85-89,36.44529588659323,38.0,37.0,38.0,34.0,38.0,SRR25023305_1_val_1_fastqc_1
90-94,36.38136970790036,38.0,37.0,38.0,33.8,38.0,SRR25023305_1_val_1_fastqc_1
95-99,36.20278128279499,38.0,37.0,38.0,33.2,38.0,SRR25023305_1_val_1_fastqc_1
100-104,36.25674454743319,38.0,37.0,38.0,33.4,38.0,SRR25023305_1_val_1_fastqc_1
105-109,36.15186449326954,38.0,37.0,38.0,32.6,38.0,SRR25023305_1_val_1_fastqc_1
110-114,36.17101301525655,38.0,37.0,38.0,32.8,38.0,SRR25023305_1_val_1_fastqc_1
